ComStar,,,,,,,
,,,,,,,
mechdef_chameleon_CLN-7Z,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_phoenixhawklam_PHX-HK2,3,,2,,0,,0
mechdef_griffin_GRF-4N,114,,114,Jump:3052-05-20T00:00:00Z,79,,70
Heavies,,,,,,,
mechdef_rifleman_RFL-5M,0,,0,3052-06-01T00:00:00Z,8,,16
mechdef_ostroc_OSR-2C,21,,21,Jump:3052-05-20T00:00:00Z,15,,8
mechdef_champion_CHP-1N,36,,36,Jump:3052-05-20T00:00:00Z,25,,22
mechdef_champion_CHP-1N2,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_quickdraw_QKD-5M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_ostsol_OTL-5M,0,,0,3050-01-01T00:00:00Z,10,,10
mechdef_catapult_CPLT-A1,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_warhammer_WHM-6R,52,,52,Jump:3052-05-20T00:00:00Z,33,,29
mechdef_warhammer_WHM-6R-DC,0,,34,Jump:3052-05-20T00:00:00Z,24,,21
mechdef_ostsol_OTL-4D,21,,21,Jump:3052-05-20T00:00:00Z,15,,4
mechdef_rifleman_RFL-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_thunderbolt_TDR-5S,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_catapult_CPLT-C4,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_grasshopper_GHR-C,0,,0,3052-01-01T00:00:00Z,11,,22
mechdef_catapult_CPLT-C3,0,,0,3052-06-01T00:00:00Z,7,,13
mechdef_lancelot_LNC25-05,21,,21,Jump:3052-05-20T00:00:00Z,15,,13
mechdef_helepolis_HEP-3H,21,,21,Jump:3052-05-20T00:00:00Z,15,,13
mechdef_exterminator_EXT-4D,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_avatar_AV1-O,0,,0,3052-06-01T00:00:00Z,18,,29
mechdef_ostroc_OSR-2D,0,,0,3050-01-01T00:00:00Z,5,,5
mechdef_catapult_CPLT-C1,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_champion_CHP-3N,0,,0,3052-01-01T00:00:00Z,34,,34
mechdef_avatar_AV1-OC,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_crusader_CRD-5M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_orion_ON1-M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_orion_ON1-M-DC,0,,0,3053-01-01T00:00:00Z,11,,19
mechdef_guillotine_GLT-3N,103,,103,Jump:3052-05-20T00:00:00Z,72,,63
mechdef_marauder_MAD-1R,66,,66,Jump:3052-05-20T00:00:00Z,43,,38
mechdef_lancelot_LNC25-01,78,,78,Jump:3052-05-20T00:00:00Z,54,,48
mechdef_orion_ON1-K,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_marauder_MAD-5M,0,,0,3051-01-01T00:00:00Z,13,,21
mechdef_avatar_AV1-OD,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_archer_ARC-2R,52,,52,Jump:3052-05-20T00:00:00Z,33,,29
mechdef_bombardier_BMB-12D,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_avatar_AV1-OA,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_warhammer_WHM-7M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_thunderbolt_TDR-7M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_avatar_AV1-OB,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_orion_ON1-MA,0,,0,3052-01-01T00:00:00Z,14,,22
mechdef_shootist_ST-8A,50,,50,Jump:3052-05-20T00:00:00Z,35,,31
mechdef_crusader_CRD-1R,34,,34,Jump:3052-05-20T00:00:00Z,24,,21
mechdef_exterminator_EXT-5E,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_crusader_CRD-2R,103,,103,Jump:3052-05-20T00:00:00Z,72,,63
mechdef_excalibur_EXC-B2,36,,36,Jump:3052-05-20T00:00:00Z,25,,22
mechdef_excalibur_EXC-B1,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_blackknight_BL-6-KNT,78,,78,Jump:3052-05-20T00:00:00Z,27,,27
mechdef_caesar_CES-3R,0,,0,3052-06-01T00:00:00Z,18,,29
mechdef_archer_ARC-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_helios_HEL-3D,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_marauder_MAD-2R,12,,12,Jump:3052-05-20T00:00:00Z,8,,8
mechdef_excalibur_EXC-C1,0,,0,,0,3058-01-01T00:00:00Z,10
mechdef_galahad_GLH-2D,78,,78,Jump:3052-05-20T00:00:00Z,54,,48
mechdef_marauder_MAD-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_blackknight_BL-9-KNT,0,,0,3052-01-01T00:00:00Z,30,,30
mechdef_gallowglas_GAL-1GLS,0,,0,3055-01-01T00:00:00Z,4,,12
mechdef_cestus_CTS-6Y,3,,3,3052-06-01T00:00:00Z,14,,22
mechdef_warhammer_WHM-7CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_flashman_FLS-8K,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_wardog_WR-DG-02FC,0,,0,3052-06-01T00:00:00Z,9,,19
mechdef_gallowglas_GAL-2GLS,0,,0,3055-01-01T00:00:00Z,4,,12
mechdef_falconer_FLC-8R,0,,0,3053-01-01T00:00:00Z,17,,31
Assaults,,,,,,,
mechdef_victor_VTR-9A,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_victor_VTR-9A1,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_cyclops_CP-10-Z,15,,15,Jump:3052-05-20T00:00:00Z,10,,10
mechdef_cyclops_CP-10-Z-DC,0,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_victor_VTR-9B,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_longbow_LGB-0W,32,,32,Jump:3052-05-20T00:00:00Z,22,,21
mechdef_longbow_LGB-0W2,11,,11,Jump:3052-05-20T00:00:00Z,7,,7
mechdef_banshee_BNC-3E,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_goliath_GOL-1H,8,,7,,4,,4
mechdef_striker_STC-2C,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_battlemaster_BLR-1G,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_battlemaster_BLR-1G-DC,0,3049-01-01T00:00:00Z,4,,7,,10
mechdef_cyclops_CP-11-A,0,,0,3052-06-01T00:00:00Z,7,,12
mechdef_cyclops_CP-11-A-DC,0,,0,3052-06-01T00:00:00Z,3,,6
mechdef_stalker_STK-4N,0,3049-01-01T00:00:00Z,3,,6,,9
mechdef_stalker_STK-3F,152,,152,Jump:3052-05-20T00:00:00Z,106,,103
mechdef_battlemaster_BLR-2C,4,,4,Jump:3052-05-20T00:00:00Z,5,,5
mechdef_battlemaster_BLR-1Gc,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_cyclops_CP-10-Q,0,,0,3052-06-01T00:00:00Z,7,,12
mechdef_awesome_AWS-8Q,102,,102,Jump:3052-05-20T00:00:00Z,71,,35
mechdef_longbow_LGB-7Q,21,,21,Jump:3052-05-20T00:00:00Z,15,,15
mechdef_stalker_STK-3H,36,,36,Jump:3052-05-20T00:00:00Z,25,,24
mechdef_thug_THG-11E,102,,102,Jump:3052-05-20T00:00:00Z,71,,69
mechdef_longbow_LGB-8C,32,,32,Jump:3052-05-20T00:00:00Z,22,,22
mechdef_battlemaster_BLR-3M-DC,0,,0,3053-01-01T00:00:00Z,3,,6
mechdef_stalker_STK-5M,0,,0,3050-01-01T00:00:00Z,13,,21
mechdef_o-bakemono_OBK-M10,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_battlemaster_BLR-3M,0,3049-01-01T00:00:00Z,3,,16,,24
mechdef_cyclops_CP-10-HQ,4,,4,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_awesome_AWS-9M,0,,0,3052-06-01T00:00:00Z,10,,18
mechdef_longbow_LGB-7V,0,,0,3056-01-01T00:00:00Z,3,,11
mechdef_grandtitan_T-IT-N10M,0,,0,3054-01-01T00:00:00Z,6,,19
mechdef_atlas_AS7-RS,0,,0,3052-06-01T00:00:00Z,10,,33
mechdef_awesome_AWS-9Q,0,,0,,0,3057-01-01T00:00:00Z,35
mechdef_atlas_AS7-D,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_atlas_AS7-D-DC,0,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_kingcrab_KGC-000,10,,10,Jump:3052-05-20T00:00:00Z,7,,7
mechdef_crockett_CRK-5003-1,36,,36,Jump:3052-05-20T00:00:00Z,25,,24
mechdef_cyclops_CP-11-G,0,,0,,0,3058-01-01T00:00:00Z,10
mechdef_cerberus_MR-V2,0,,0,3054-01-01T00:00:00Z,10,,20
mechdef_shogun_SHG-2H,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_mackie_MSK-9H,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_viking_VKG-2F,0,,0,,0,3059-01-01T00:00:00Z,9
mechdef_viking_VKG-2G,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_atlas_AS7-K,0,,0,3052-06-01T00:00:00Z,16,,26
mechdef_atlas_AS7-K-DC,0,,0,3050-01-01T00:00:00Z,5,,8
mechdef_kingcrab_KGC-001,0,,0,3052-01-01T00:00:00Z,33,,39
mechdef_highlander_HGN-732,152,,152,Jump:3052-05-20T00:00:00Z,106,,103
mechdef_nightstar_NSR-9J,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_thunderhawk_TDK-7X,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_pillager_PLG-3Z,75,,75,Jump:3052-05-20T00:00:00Z,52,,52
