WordOfBlake,,,,,,,
,,,,,,,
mechdef_hammer_HMR-3C,0,,0,3056-01-01T00:00:00Z,14,,18
mechdef_hussar_HSR-500-D,0,,0,,0,3060-11-01T00:00:00Z,9
mechdef_nighthawk_NTK-2Q,85,,85,,47,,51
mechdef_hermes_HER-4S,0,,0,3056-11-01T00:00:00Z,9,,24
mechdef_falconhawk_FNHK-9K,0,,0,,0,3057-11-01T00:00:00Z,18
mechdef_falconhawk_FNHK-9K1A,0,,0,,0,3057-11-01T00:00:00Z,18
mechdef_stingerlam_STG-A5,11,,10,,9,,2
mechdef_talon_TLN-5V,214,,200,,111,,121
mechdef_hermes_HER-4M,0,,0,,0,3060-11-01T00:00:00Z,9
Mediums,,,,,,,
mechdef_cicada_CDA-2A,23,,23,,12,,13
mechdef_sentinel_STN-3L,57,,57,,32,,35
mechdef_cicada_CDA-3M,0,,0,3052-06-01T00:00:00Z,5,,9
mechdef_whitworth_WTH-2,0,,0,3050-01-01T00:00:00Z,5,,5
mechdef_firestarter_FS9-OA,0,,0,,0,3057-01-01T00:00:00Z,4
mechdef_whitworth_WTH-1,57,,57,,32,,35
mechdef_hoplite_HOP-4C,57,,57,,32,,35
mechdef_firestarter_FS9-OE,0,,0,,0,3058-01-01T00:00:00Z,4
mechdef_firestarter_FS9-OC,0,,0,,0,3057-01-01T00:00:00Z,4
mechdef_scorpion_SCP-1N,8,,4,,3,,2
mechdef_initiate_INI-02,0,,0,,0,3058-01-01T00:00:00Z,52
mechdef_phoenixhawk_PXH-1,86,,86,,48,,52
mechdef_hunchback_HBK-4G,57,,57,,32,,35
mechdef_hunchback_HBK-5N,0,,0,,0,3057-01-01T00:00:00Z,24
mechdef_hunchback_HBK-5M,0,,0,3052-06-01T00:00:00Z,32,,9
mechdef_shadowhawk_SHD-2H,86,,86,,45,,49
mechdef_wyvern_WVE-9N,0,,0,3052-01-01T00:00:00Z,5,,5
mechdef_firestarter_FS9-OB,0,,0,,0,3057-01-01T00:00:00Z,4
mechdef_wyvern_WVE-5N,57,,57,,32,,35
mechdef_scorpion_SCP-1O,0,3049-01-01T00:00:00Z,6,,14,,9
mechdef_wolverine_WVR-6R,86,,86,,48,,52
mechdef_hunchback_HBK-6N,0,,0,,0,3059-01-01T00:00:00Z,13
mechdef_firestarter_FS9-O,0,,0,3056-01-01T00:00:00Z,3,,9
mechdef_phoenixhawk_PXH-2,23,,23,,12,,13
mechdef_dervish_DV-6M,114,,114,,63,,67
mechdef_blackjack_BJ-2,0,,0,3052-01-01T00:00:00Z,5,,5
mechdef_kintaro_KTO-19,57,,57,,32,,35
mechdef_blackjack_BJ2-OC,0,,0,,0,3057-01-01T00:00:00Z,3
mechdef_crab_CRB-27_actual,6,,6,,3,,3
mechdef_blackjack_BJ2-O,0,,0,,0,3057-01-01T00:00:00Z,9
mechdef_wyvern_WVE-5Nsl,14,,14,,8,,9
mechdef_lineholder_KW1-LH3,0,,0,,0,3059-01-01T00:00:00Z,5
mechdef_chameleon_CLN-7W,0,,0,,0,3058-01-01T00:00:00Z,9
mechdef_cicada_CDA-3G,0,,0,3056-01-01T00:00:00Z,3,,5
mechdef_griffin_GRF-1N,23,,23,,12,,13
mechdef_lineholder_KW1-LH2,0,,0,,0,3058-01-01T00:00:00Z,5
mechdef_kyudo_KY2-D-02,40,,40,,22,,24
mechdef_wraith_TR1,0,,0,3055-01-01T00:00:00Z,9,,13
mechdef_kintaro_KTO-21,0,,0,,0,3059-01-01T00:00:00Z,24
mechdef_galahad_GLH-1D,20,,20,,11,,12
mechdef_phoenixhawk_PXH-3M,0,,0,3052-06-01T00:00:00Z,10,,24
mechdef_blackjack_BJ2-OA,0,,0,,0,3057-01-01T00:00:00Z,3
mechdef_firestarter_FS9-OD,0,,0,,0,3057-01-01T00:00:00Z,4
mechdef_blackjack_BJ2-OB,0,,0,,0,3057-01-01T00:00:00Z,3
mechdef_cicada_CDA-3F,0,,0,3052-01-01T00:00:00Z,5,,9
mechdef_trebuchet_TBT-3C,3,,3,,2,,2
mechdef_raijin_RJN101-A,0,,0,,0,3058-04-01T00:00:00Z,13
mechdef_kintaro_KTO-20,57,,57,Jump:3052-05-20T00:00:00Z,32,,35
mechdef_blackjack_BJ2-OD,0,,0,,0,3057-01-01T00:00:00Z,3
mechdef_shadowhawk_SHD-5M,0,,0,3052-06-01T00:00:00Z,10,,24
mechdef_buccaneer_BCN-3R,0,,0,3055-01-01T00:00:00Z,32,,35
mechdef_shadowhawk_SHD-2Ht,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_phoenixhawklam_PHX-HK2M,2,,2,,1,,1
mechdef_grimreaper_GRM-R-PR29,0,,0,,0,3058-04-01T00:00:00Z,13
mechdef_wraith_TR2,0,,0,,0,3057-01-01T00:00:00Z,13
mechdef_griffin_GRF-3M,0,,0,3052-06-01T00:00:00Z,10,,24
mechdef_chameleon_CLN-7Z,0,,0,,0,3058-01-01T00:00:00Z,9
mechdef_phoenixhawklam_PHX-HK2,2,,2,,1,,1
mechdef_griffin_GRF-4N,114,,114,,63,,67
Heavies,,,,,,,
mechdef_rifleman_RFL-5M,0,,0,3052-06-01T00:00:00Z,8,,10
mechdef_ostroc_OSR-2C,21,,21,,12,,13
mechdef_champion_CHP-1N,36,,36,,20,,23
mechdef_champion_CHP-1N2,16,,16,,9,,12
mechdef_quickdraw_QKD-5M,0,,0,3052-06-01T00:00:00Z,11,,13
mechdef_ostsol_OTL-5M,0,,0,3050-01-01T00:00:00Z,2,,16
mechdef_catapult_CPLT-A1,16,,16,,9,,9
mechdef_warhammer_WHM-6R,52,,52,,26,,27
mechdef_warhammer_WHM-6R-DC,0,,34,,19,,19
mechdef_ostsol_OTL-4D,21,,21,,12,,9
mechdef_rifleman_RFL-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_thunderbolt_TDR-5S,52,,52,,29,,31
mechdef_catapult_CPLT-C4,5,,5,,3,,3
mechdef_catapult_CPLT-C3,0,,0,3052-06-01T00:00:00Z,3,,7
mechdef_anvil_ANV-6M,0,,0,,0,3058-01-01T00:00:00Z,9
mechdef_lancelot_LNC25-05,21,,21,,12,,17
mechdef_helepolis_HEP-3H,21,,21,,12,,13
mechdef_exterminator_EXT-4D,16,,16,,9,,9
mechdef_ostroc_OSR-2D,0,,0,3050-01-01T00:00:00Z,1,,0
mechdef_catapult_CPLT-C1,5,,5,,3,,3
mechdef_champion_CHP-3N,0,,0,3052-01-01T00:00:00Z,8,,16
mechdef_crusader_CRD-5M,0,,0,3052-06-01T00:00:00Z,11,,13
mechdef_orion_ON1-M,0,,0,3052-06-01T00:00:00Z,13,,17
mechdef_orion_ON1-M-DC,0,,0,3053-01-01T00:00:00Z,11,,11
mechdef_guillotine_GLT-3N,103,,103,,57,,61
mechdef_marauder_MAD-1R,66,,66,,34,,37
mechdef_lancelot_LNC25-01,78,,78,,43,,47
mechdef_tempest_TMP-3MA,0,,0,3056-01-01T00:00:00Z,3,,9
mechdef_orion_ON1-K,52,,52,,29,,31
mechdef_anvil_ANV-3M,0,,0,3055-01-01T00:00:00Z,13,,17
mechdef_marauder_MAD-5M,0,,0,3051-01-01T00:00:00Z,3,,16
mechdef_orion_ON1-MB,0,,0,,0,3058-01-01T00:00:00Z,16
mechdef_archer_ARC-2R,52,,52,,26,,27
mechdef_bombardier_BMB-12D,5,,5,,3,,3
mechdef_warhammer_WHM-7M,0,,0,3052-06-01T00:00:00Z,11,,16
mechdef_thunderbolt_TDR-7M,0,,0,3052-06-01T00:00:00Z,11,,16
mechdef_orion_ON1-MA,0,,0,3052-01-01T00:00:00Z,13,,17
mechdef_shootist_ST-8A,50,,50,,28,,30
mechdef_crusader_CRD-1R,34,,34,,19,,20
mechdef_exterminator_EXT-5E,0,,0,,0,3060-01-01T00:00:00Z,9
mechdef_crusader_CRD-2R,103,,103,,57,,61
mechdef_excalibur_EXC-B2,36,,36,,20,,23
mechdef_excalibur_EXC-B1,3,,3,,3,,3
mechdef_blackknight_BL-6-KNT,78,,78,,43,,47
mechdef_hercules_HRC-LS-9000,0,,0,3054-01-01T00:00:00Z,7,,13
mechdef_archer_ARC-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_marauder_MAD-2R,12,,12,,7,,7
mechdef_excalibur_EXC-C1,0,,0,,0,3058-01-01T00:00:00Z,11
mechdef_lancelot_LNC25-04,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_thunderbolt_TDR-8M,0,,0,,0,3058-01-01T00:00:00Z,9
mechdef_galahad_GLH-2D,78,,78,,43,,47
mechdef_marauder_MAD-5CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_blackknight_BL-9-KNT,0,,0,3052-01-01T00:00:00Z,3,,7
mechdef_anvil_ANV-5M,0,,0,,0,3057-01-01T00:00:00Z,9
mechdef_anvil_ANV-8M,0,,0,,0,3060-01-01T00:00:00Z,7
mechdef_gallowglas_GAL-1GLS,0,,0,3055-01-01T00:00:00Z,3,,7
mechdef_cestus_CTS-6Y,3,,3,3052-06-01T00:00:00Z,11,,13
mechdef_toyama_TYM-1A,0,,0,,0,3057-01-01T00:00:00Z,40
mechdef_warhammer_WHM-7CS,0,,0,Jump:3052-05-01T00:00:00Z,3,,3
mechdef_flashman_FLS-8K,5,,5,,3,,3
mechdef_tempest_TMP-3M,0,,0,3055-01-01T00:00:00Z,3,,9
mechdef_tempest_TMP-3G,0,,0,3056-01-01T00:00:00Z,7,,13
mechdef_gallowglas_GAL-2GLS,0,,0,3055-01-01T00:00:00Z,3,,7
Assaults,,,,,,,
mechdef_victor_VTR-9A,5,,5,,3,,3
mechdef_victor_VTR-9A1,5,,5,,3,,3
mechdef_cyclops_CP-10-Z,15,,15,,8,,9
mechdef_cyclops_CP-10-Z-DC,0,,9,,5,,5
mechdef_victor_VTR-9B,51,,51,,28,,31
mechdef_longbow_LGB-0W,32,,32,,17,,19
mechdef_longbow_LGB-0W2,11,,11,,6,,6
mechdef_banshee_BNC-3E,51,,51,,28,,31
mechdef_goliath_GOL-1H,8,,7,,2,,1
mechdef_striker_STC-2C,51,,51,,28,,31
mechdef_battlemaster_BLR-1G,51,,51,,28,,31
mechdef_battlemaster_BLR-1G-DC,0,3049-01-01T00:00:00Z,9,,5,,9
mechdef_goliath_GOL-3M,0,,0,3052-01-01T00:00:00Z,15,,14
mechdef_stalker_STK-4N,0,3049-01-01T00:00:00Z,9,,5,,12
mechdef_stalker_STK-3F,152,,152,,84,,92
mechdef_battlemaster_BLR-2C,3,,3,,2,,3
mechdef_battlemaster_BLR-1Gc,2,,2,,1,,2
mechdef_awesome_AWS-8Q,102,,102,,57,,18
mechdef_longbow_LGB-7Q,21,,21,,12,,13
mechdef_stalker_STK-3H,36,,36,,20,,22
mechdef_goliath_GOL-3M2,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_thug_THG-11E,102,,102,,57,,63
mechdef_longbow_LGB-8C,32,,32,,18,,19
mechdef_battlemaster_BLR-3M-DC,0,,0,3053-01-01T00:00:00Z,9,,12
mechdef_stalker_STK-5M,0,,0,3050-01-01T00:00:00Z,11,,31
mechdef_o-bakemono_OBK-M10,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_albatross_ALB-3U,0,,0,3053-01-01T00:00:00Z,3,,9
mechdef_battlemaster_BLR-3M,0,3049-01-01T00:00:00Z,9,,11,,31
mechdef_grandcrusader_GRN-D-02,0,,0,3056-01-01T00:00:00Z,9,,31
mechdef_grandcrusader_GRN-D-01,0,,0,3053-01-01T00:00:00Z,28,,46
mechdef_cyclops_CP-10-HQ,5,,5,,3,,5
mechdef_awesome_AWS-9M,0,,0,3052-06-01T00:00:00Z,11,,28
mechdef_longbow_LGB-7V,0,,0,3056-01-01T00:00:00Z,11,,22
mechdef_grandtitan_T-IT-N10M,0,,0,3054-01-01T00:00:00Z,16,,31
mechdef_atlas_AS7-RS,0,,0,3052-06-01T00:00:00Z,10,,33
mechdef_awesome_AWS-9Q,0,,0,,0,3057-01-01T00:00:00Z,42
mechdef_atlas_AS7-D,3,,3,,2,,5
mechdef_atlas_AS7-D-DC,0,,9,,5,,5
mechdef_kingcrab_KGC-000,10,,10,,6,,12
mechdef_crockett_CRK-5003-1,36,,36,,20,,22
mechdef_cerberus_MR-V2,0,,0,3054-01-01T00:00:00Z,5,,18
mechdef_mackie_MSK-9H,5,,5,,3,,3
mechdef_grandtitan_T-IT-N11M,0,,0,,0,3058-01-01T00:00:00Z,22
mechdef_cerberus_MR-5M,0,,0,3055-01-01T00:00:00Z,11,,22
mechdef_viking_VKG-2F,0,,0,,0,3059-01-01T00:00:00Z,9
mechdef_shogun_SHG-2H,3,,3,,2,,3
mechdef_sirocco_SRC-5C,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_viking_VKG-2G,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_sirocco_SRC-3C,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_atlas_AS7-K-DC,0,,0,3050-01-01T00:00:00Z,2,,3
mechdef_kingcrab_KGC-001,0,,0,3052-01-01T00:00:00Z,8,,12
mechdef_highlander_HGN-732,152,,152,,84,,93
mechdef_highlander_HGN-736,0,,0,,0,3060-01-01T00:00:00Z,12
mechdef_nightstar_NSR-9J,3,,3,,2,,3
mechdef_thunderhawk_TDK-7X,3,,3,,2,,3
mechdef_pillager_PLG-3Z,75,,75,,42,,46
